image_id,image_path,label,label_length,source,split
AJ53JJY,data/raw/plate_crops/white/AJ53JJY.png,AJ53JJY,7,uk_plate_original_crops,val
AJ57YPN,data/raw/plate_crops/white/AJ57YPN.png,AJ57YPN,7,uk_plate_original_crops,train
AJ58DSL,data/raw/plate_crops/white/AJ58DSL.png,AJ58DSL,7,uk_plate_original_crops,train
AJ60FAP,data/raw/plate_crops/white/AJ60FAP.png,AJ60FAP,7,uk_plate_original_crops,train
AJ74XNM,data/raw/plate_crops/white/AJ74XNM.png,AJ74XNM,7,uk_plate_original_crops,train
AJ78BBB,data/raw/plate_crops/white/AJ78BBB.png,AJ78BBB,7,uk_plate_original_crops,test
AJ82ZCE,data/raw/plate_crops/white/AJ82ZCE.png,AJ82ZCE,7,uk_plate_original_crops,test
AJ87ELP,data/raw/plate_crops/white/AJ87ELP.png,AJ87ELP,7,uk_plate_original_crops,train
AJ87NNY,data/raw/plate_crops/white/AJ87NNY.png,AJ87NNY,7,uk_plate_original_crops,train
AJ90KUA,data/raw/plate_crops/white/AJ90KUA.png,AJ90KUA,7,uk_plate_original_crops,train
AJ92PUV,data/raw/plate_crops/white/AJ92PUV.png,AJ92PUV,7,uk_plate_original_crops,test
AJ93PZP,data/raw/plate_crops/white/AJ93PZP.png,AJ93PZP,7,uk_plate_original_crops,train
AK11FRP,data/raw/plate_crops/white/AK11FRP.png,AK11FRP,7,uk_plate_original_crops,train
AK30CYR,data/raw/plate_crops/white/AK30CYR.png,AK30CYR,7,uk_plate_original_crops,train
AK33BYP,data/raw/plate_crops/white/AK33BYP.png,AK33BYP,7,uk_plate_original_crops,train
AK34FZD,data/raw/plate_crops/white/AK34FZD.png,AK34FZD,7,uk_plate_original_crops,train
AK36MML,data/raw/plate_crops/white/AK36MML.png,AK36MML,7,uk_plate_original_crops,train
AK37CGO,data/raw/plate_crops/white/AK37CGO.png,AK37CGO,7,uk_plate_original_crops,train
AK47GUP,data/raw/plate_crops/white/AK47GUP.png,AK47GUP,7,uk_plate_original_crops,train
AK51EVC,data/raw/plate_crops/white/AK51EVC.png,AK51EVC,7,uk_plate_original_crops,train
AK53GTA,data/raw/plate_crops/white/AK53GTA.png,AK53GTA,7,uk_plate_original_crops,train
AK66AXR,data/raw/plate_crops/white/AK66AXR.png,AK66AXR,7,uk_plate_original_crops,train
AK70JIO,data/raw/plate_crops/white/AK70JIO.png,AK70JIO,7,uk_plate_original_crops,train
AK70QFG,data/raw/plate_crops/white/AK70QFG.png,AK70QFG,7,uk_plate_original_crops,train
AK71KMC,data/raw/plate_crops/white/AK71KMC.png,AK71KMC,7,uk_plate_original_crops,train
AK75HLU,data/raw/plate_crops/white/AK75HLU.png,AK75HLU,7,uk_plate_original_crops,test
AK85KAA,data/raw/plate_crops/white/AK85KAA.png,AK85KAA,7,uk_plate_original_crops,val
AK91MBX,data/raw/plate_crops/white/AK91MBX.png,AK91MBX,7,uk_plate_original_crops,train
AK94NDC,data/raw/plate_crops/white/AK94NDC.png,AK94NDC,7,uk_plate_original_crops,train
AK95CRD,data/raw/plate_crops/white/AK95CRD.png,AK95CRD,7,uk_plate_original_crops,train
AK97LCO,data/raw/plate_crops/white/AK97LCO.png,AK97LCO,7,uk_plate_original_crops,train
AL00VCH,data/raw/plate_crops/white/AL00VCH.png,AL00VCH,7,uk_plate_original_crops,train
AL02NWJ,data/raw/plate_crops/white/AL02NWJ.png,AL02NWJ,7,uk_plate_original_crops,train
AL21JUY,data/raw/plate_crops/white/AL21JUY.png,AL21JUY,7,uk_plate_original_crops,train
AL31JYM,data/raw/plate_crops/white/AL31JYM.png,AL31JYM,7,uk_plate_original_crops,train
AL41ROA,data/raw/plate_crops/white/AL41ROA.png,AL41ROA,7,uk_plate_original_crops,train
AL42KES,data/raw/plate_crops/white/AL42KES.png,AL42KES,7,uk_plate_original_crops,train
AL65PVL,data/raw/plate_crops/white/AL65PVL.png,AL65PVL,7,uk_plate_original_crops,test
AL78WOI,data/raw/plate_crops/white/AL78WOI.png,AL78WOI,7,uk_plate_original_crops,train
AM00AYL,data/raw/plate_crops/white/AM00AYL.png,AM00AYL,7,uk_plate_original_crops,train
AM01ORF,data/raw/plate_crops/white/AM01ORF.png,AM01ORF,7,uk_plate_original_crops,train
AM12JCI,data/raw/plate_crops/white/AM12JCI.png,AM12JCI,7,uk_plate_original_crops,train
AM12KWP,data/raw/plate_crops/white/AM12KWP.png,AM12KWP,7,uk_plate_original_crops,train
AM12WXY,data/raw/plate_crops/white/AM12WXY.png,AM12WXY,7,uk_plate_original_crops,train
AM28ZMW,data/raw/plate_crops/white/AM28ZMW.png,AM28ZMW,7,uk_plate_original_crops,train
AM29KUE,data/raw/plate_crops/white/AM29KUE.png,AM29KUE,7,uk_plate_original_crops,train
AM36OBJ,data/raw/plate_crops/white/AM36OBJ.png,AM36OBJ,7,uk_plate_original_crops,train
AM36ORB,data/raw/plate_crops/white/AM36ORB.png,AM36ORB,7,uk_plate_original_crops,val
AM38GSM,data/raw/plate_crops/white/AM38GSM.png,AM38GSM,7,uk_plate_original_crops,train
AM55QLA,data/raw/plate_crops/white/AM55QLA.png,AM55QLA,7,uk_plate_original_crops,test
AM60VQL,data/raw/plate_crops/white/AM60VQL.png,AM60VQL,7,uk_plate_original_crops,train
AM61FNY,data/raw/plate_crops/white/AM61FNY.png,AM61FNY,7,uk_plate_original_crops,train
AM61XLX,data/raw/plate_crops/white/AM61XLX.png,AM61XLX,7,uk_plate_original_crops,train
AM67OEL,data/raw/plate_crops/white/AM67OEL.png,AM67OEL,7,uk_plate_original_crops,train
AM76ZFN,data/raw/plate_crops/white/AM76ZFN.png,AM76ZFN,7,uk_plate_original_crops,train
AM78AWP,data/raw/plate_crops/white/AM78AWP.png,AM78AWP,7,uk_plate_original_crops,train
AM78THZ,data/raw/plate_crops/white/AM78THZ.png,AM78THZ,7,uk_plate_original_crops,train
AM82DDX,data/raw/plate_crops/white/AM82DDX.png,AM82DDX,7,uk_plate_original_crops,train
AM87WYX,data/raw/plate_crops/white/AM87WYX.png,AM87WYX,7,uk_plate_original_crops,train
AM95COG,data/raw/plate_crops/white/AM95COG.png,AM95COG,7,uk_plate_original_crops,val
AN01RKO,data/raw/plate_crops/white/AN01RKO.png,AN01RKO,7,uk_plate_original_crops,train
AN07ODN,data/raw/plate_crops/white/AN07ODN.png,AN07ODN,7,uk_plate_original_crops,train
AN14RYS,data/raw/plate_crops/white/AN14RYS.png,AN14RYS,7,uk_plate_original_crops,train
AN36WQY,data/raw/plate_crops/white/AN36WQY.png,AN36WQY,7,uk_plate_original_crops,train
AN37UBJ,data/raw/plate_crops/white/AN37UBJ.png,AN37UBJ,7,uk_plate_original_crops,train
AN39VLZ,data/raw/plate_crops/white/AN39VLZ.png,AN39VLZ,7,uk_plate_original_crops,train
AN47RSN,data/raw/plate_crops/white/AN47RSN.png,AN47RSN,7,uk_plate_original_crops,test
AN57KED,data/raw/plate_crops/white/AN57KED.png,AN57KED,7,uk_plate_original_crops,train
AN62OQW,data/raw/plate_crops/white/AN62OQW.png,AN62OQW,7,uk_plate_original_crops,train
AN68BAU,data/raw/plate_crops/white/AN68BAU.png,AN68BAU,7,uk_plate_original_crops,train
AN70IAA,data/raw/plate_crops/white/AN70IAA.png,AN70IAA,7,uk_plate_original_crops,train
AN70JDE,data/raw/plate_crops/white/AN70JDE.png,AN70JDE,7,uk_plate_original_crops,val
AN80BTH,data/raw/plate_crops/white/AN80BTH.png,AN80BTH,7,uk_plate_original_crops,test
AN94MDT,data/raw/plate_crops/white/AN94MDT.png,AN94MDT,7,uk_plate_original_crops,train
AN99WCC,data/raw/plate_crops/white/AN99WCC.png,AN99WCC,7,uk_plate_original_crops,test
AO04BYU,data/raw/plate_crops/white/AO04BYU.png,AO04BYU,7,uk_plate_original_crops,train
AO05TZM,data/raw/plate_crops/white/AO05TZM.png,AO05TZM,7,uk_plate_original_crops,val
AO11OUI,data/raw/plate_crops/white/AO11OUI.png,AO11OUI,7,uk_plate_original_crops,train
AO18VBJ,data/raw/plate_crops/white/AO18VBJ.png,AO18VBJ,7,uk_plate_original_crops,train
AO22EYV,data/raw/plate_crops/white/AO22EYV.png,AO22EYV,7,uk_plate_original_crops,train
AO24TCT,data/raw/plate_crops/white/AO24TCT.png,AO24TCT,7,uk_plate_original_crops,train
AO34NQR,data/raw/plate_crops/white/AO34NQR.png,AO34NQR,7,uk_plate_original_crops,val
AO41TXT,data/raw/plate_crops/white/AO41TXT.png,AO41TXT,7,uk_plate_original_crops,train
AO42YTY,data/raw/plate_crops/white/AO42YTY.png,AO42YTY,7,uk_plate_original_crops,train
AO44VIR,data/raw/plate_crops/white/AO44VIR.png,AO44VIR,7,uk_plate_original_crops,train
AO45HUB,data/raw/plate_crops/white/AO45HUB.png,AO45HUB,7,uk_plate_original_crops,test
AO45VCQ,data/raw/plate_crops/white/AO45VCQ.png,AO45VCQ,7,uk_plate_original_crops,train
AO46CBU,data/raw/plate_crops/white/AO46CBU.png,AO46CBU,7,uk_plate_original_crops,test
AO50FFK,data/raw/plate_crops/white/AO50FFK.png,AO50FFK,7,uk_plate_original_crops,train
AO58GPB,data/raw/plate_crops/white/AO58GPB.png,AO58GPB,7,uk_plate_original_crops,train
AO59UFH,data/raw/plate_crops/white/AO59UFH.png,AO59UFH,7,uk_plate_original_crops,train
AO62ZRH,data/raw/plate_crops/white/AO62ZRH.png,AO62ZRH,7,uk_plate_original_crops,train
AO75NET,data/raw/plate_crops/white/AO75NET.png,AO75NET,7,uk_plate_original_crops,train
AO83XYE,data/raw/plate_crops/white/AO83XYE.png,AO83XYE,7,uk_plate_original_crops,test
AO86CEV,data/raw/plate_crops/white/AO86CEV.png,AO86CEV,7,uk_plate_original_crops,val
AO86TYC,data/raw/plate_crops/white/AO86TYC.png,AO86TYC,7,uk_plate_original_crops,train
AO91GEF,data/raw/plate_crops/white/AO91GEF.png,AO91GEF,7,uk_plate_original_crops,val
AP08PLI,data/raw/plate_crops/white/AP08PLI.png,AP08PLI,7,uk_plate_original_crops,train
AP14CBT,data/raw/plate_crops/white/AP14CBT.png,AP14CBT,7,uk_plate_original_crops,test
AP15JXW,data/raw/plate_crops/white/AP15JXW.png,AP15JXW,7,uk_plate_original_crops,train
AP19LAA,data/raw/plate_crops/white/AP19LAA.png,AP19LAA,7,uk_plate_original_crops,train
AP22ZVP,data/raw/plate_crops/white/AP22ZVP.png,AP22ZVP,7,uk_plate_original_crops,train
